Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Illegal weapons possession,Drug law violations,Liquor law violations
2012,110699,University of California-San Francisco,1,Main Campus - Parnassus,3137,0,0,0
2012,110705,University of California-Santa Barbara,1,Main Campus,21927,1,350,751
2012,110714,University of California-Santa Cruz,1,Main Campus,17404,11,869,1681
2013,110635,University of California-Berkeley,1,Main Campus,36198,1,43,16
2013,110635,University of California-Berkeley,3,University of California Washington Academic Cente,36198,0,2,8
2013,110644,University of California-Davis,1,Main Campus,33307,2,19,1
2013,110644,University of California-Davis,2,UC Davis Medical Center,33307,0,0,0
2013,110398,University of California-Hastings College of Law,1,Main Campus,1088,0,0,0
2013,110653,University of California-Irvine,1,UCI Main Campus,28895,2,45,448
2013,110653,University of California-Irvine,2,UCI Medical Center,28895,0,0,0
2013,110662,University of California-Los Angeles,1,UCLA,40795,1,86,407
2013,445188,University of California-Merced,1,Main Campus,6195,1,25,41
2013,110671,University of California-Riverside,1,Main Campus,21207,3,3,7
2013,110680,University of California-San Diego,1,Main Campus,29517,3,403,1707
2013,110699,University of California-San Francisco,1,Main Campus - Parnassus,3079,0,0,0
2013,110699,University of California-San Francisco,2,Mission Bay,3079,0,0,0
2013,110699,University of California-San Francisco,3,Mount Zion,3079,0,0,0
2013,110705,University of California-Santa Barbara,1,Main Campus,22225,1,181,752
2013,110714,University of California-Santa Cruz,1,Main Campus,17203,5,1214,992
2014,110635,University of California-Berkeley,1,Main Campus,37565,11,52,12
2014,110635,University of California-Berkeley,3,University of California Washington Academic Cente,37565,0,0,4
2014,110644,University of California-Davis,1,Main Campus,34508,1,27,7
2014,110644,University of California-Davis,2,UC Davis Medical Center,34508,0,0,0
2014,110398,University of California-Hastings College of Law,1,Main Campus,1003,0,0,0
2014,110653,University of California-Irvine,1,UCI Main Campus,30051,2,28,558
2014,110653,University of California-Irvine,2,UCI Medical Center,30051,0,0,0
2014,110662,University of California-Los Angeles,1,UCLA,41845,1,87,386
2014,445188,University of California-Merced,1,Main Campus,6268,0,28,70
2014,110671,University of California-Riverside,1,Main Campus,21498,2,3,15
2014,110680,University of California-San Diego,1,Main Campus,30709,7,500,1879
2014,110699,University of California-San Francisco,1,Main Campus - Parnassus,3170,0,1,0
2014,110699,University of California-San Francisco,2,Mission Bay,3170,0,0,0
2014,110699,University of California-San Francisco,3,Mount Zion,3170,0,0,0
2014,110699,University of California-San Francisco,4,UCSF Benioff Children's Hospital - Oakland,3170,0,0,0
2014,110705,University of California-Santa Barbara,1,Main Campus,23051,0,164,433
