Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2009,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,14477,0,0,1,,,0,,,3,1,19,0,0
2009,110583,California State University-Long Beach,1,Main Campus,35557,0,0,1,,,0,,,0,0,1,0,0
2009,110617,California State University-Sacramento,1,Sacramento State,29241,1,0,1,,,0,,,0,2,7,0,0
2009,115755,Humboldt State University,1,Humboldt State University,7954,0,0,0,,,0,,,0,0,4,0,0
2009,122409,San Diego State University,1,Main Campus,32817,0,0,0,,,0,,,1,1,11,0,0
2009,122755,San Jose State University,1,Main Campus,31280,0,0,3,,,0,,,0,3,10,0,4
2009,123572,Sonoma State University,1,Sonoma State University,8546,0,0,2,,,0,,,0,0,4,0,0
2010,110422,California Polytechnic State University-San Luis Obispo,1,Main Campus,18360,0,0,1,,,0,,,0,0,21,0,0
2010,110529,California State Polytechnic University-Pomona,1,Main Campus,20747,0,0,5,,,0,,,1,0,2,0,0
2010,110538,California State University-Chico,1,Main Campus,15989,0,0,3,,,1,,,0,0,1,0,1
2010,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,13854,0,0,1,,,0,,,0,3,13,0,0
2010,110583,California State University-Long Beach,1,Main Campus,33416,0,0,0,,,0,,,0,0,0,0,0
2010,110617,California State University-Sacramento,1,Sacramento State,27033,0,0,3,,,0,,,0,0,2,0,0
2010,115755,Humboldt State University,1,Humboldt State University,7903,0,0,4,,,0,,,0,2,8,0,0
2010,122409,San Diego State University,1,Main Campus,29187,0,0,9,,,0,,,0,4,22,0,5
2010,122755,San Jose State University,1,Main Campus,29076,0,0,2,,,0,,,0,0,3,0,0
2010,123572,Sonoma State University,1,Sonoma State University,8395,0,0,1,,,0,,,0,2,4,0,0
2011,110422,California Polytechnic State University-San Luis Obispo,1,Main Campus,18762,0,0,1,,,0,,,0,0,3,0,1
2011,110529,California State Polytechnic University-Pomona,1,Main Campus,21107,0,0,6,,,0,,,1,0,2,0,0
2011,110538,California State University-Chico,1,Main Campus,15920,0,0,2,,,0,,,0,0,2,0,1
2011,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,14364,0,0,1,,,0,,,0,3,5,0,0
2011,110583,California State University-Long Beach,1,Main Campus,34870,0,0,3,,,0,,,0,0,6,0,0
2011,110617,California State University-Sacramento,1,Sacramento State,28016,0,0,1,,,0,,,0,0,0,0,2
2011,115755,Humboldt State University,1,Humboldt State University,8046,0,0,1,,,0,,,1,0,0,0,0
2011,122409,San Diego State University,1,Main Campus,30541,0,0,4,,,0,,,0,2,23,0,0
2011,122755,San Jose State University,1,Main Campus,30236,0,0,2,,,0,,,1,5,4,0,1
2011,123572,Sonoma State University,1,Sonoma State University,8668,0,0,1,,,0,,,0,0,3,0,0
2012,110422,California Polytechnic State University-San Luis Obispo,1,Main Campus,18679,0,0,0,,,0,,,0,0,0,0,1
2012,110529,California State Polytechnic University-Pomona,1,Main Campus,22156,0,0,1,,,0,,,1,1,2,0,0
2012,110538,California State University-Chico,1,Main Campus,16470,0,0,1,,,0,,,0,0,4,0,0
2012,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,13933,0,0,1,,,0,,,0,3,4,0,0
2012,110583,California State University-Long Beach,1,Main Campus,36279,0,0,1,,,0,,,0,0,1,0,0
2012,110617,California State University-Sacramento,1,Sacramento State,28539,0,0,2,,,0,,,0,0,1,0,0
2012,115755,Humboldt State University,1,Humboldt State University,8116,0,0,4,,,0,,,0,1,1,0,0
2012,122409,San Diego State University,1,Main Campus,30843,0,0,9,,,0,,,1,3,25,3,0
2012,122755,San Jose State University,1,Main Campus,30448,0,0,3,,,0,,,1,1,7,0,0
2012,123572,Sonoma State University,1,Sonoma State University,9021,0,0,2,,,0,,,0,2,5,0,0
2013,110422,California Polytechnic State University-San Luis Obispo,1,Main Campus,19703,0,0,6,,,0,,,0,0,0,0,0
2013,110529,California State Polytechnic University-Pomona,1,Main Campus,22501,0,0,2,,,0,,,0,0,0,0,0
2013,110538,California State University-Chico,1,Main Campus,16356,0,0,2,,,0,,,0,0,0,0,0
2013,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,14670,0,0,1,,,0,,,0,2,7,0,0
2013,110583,California State University-Long Beach,1,Main Campus,35586,0,0,1,,,0,,,0,0,2,0,0
2013,110617,California State University-Sacramento,1,Sacramento State,28811,0,0,1,,,0,,,0,0,0,0,0
2013,115755,Humboldt State University,1,Humboldt State University,8293,0,0,4,,,0,,,0,0,3,0,2
2013,122409,San Diego State University,1,Main Campus,31899,0,0,4,,,0,,,1,3,22,0,0
2013,122755,San Jose State University,1,Main Campus,31278,0,0,0,,,0,,,1,0,4,1,0
2013,123572,Sonoma State University,1,Sonoma State University,9120,0,0,1,,,0,,,0,0,16,0,0
2014,110422,California Polytechnic State University-San Luis Obispo,1,Main Campus,20186,0,0,,6,2,,0,0,0,0,3,0,2
2014,110529,California State Polytechnic University-Pomona,1,Main Campus,23966,0,0,,2,2,,0,0,0,1,5,0,0
2014,110538,California State University-Chico,1,Main Campus,17287,0,0,,1,1,,0,0,0,0,0,0,0
2014,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,14687,0,0,,0,0,,0,0,0,2,14,0,0
2014,110583,California State University-Long Beach,1,Main Campus,36809,0,0,,0,0,,0,0,0,0,2,0,0
2014,110617,California State University-Sacramento,1,Sacramento State,29349,0,0,,2,1,,0,0,0,1,2,0,1
2014,115755,Humboldt State University,1,Humboldt State University,8485,0,0,,3,1,,0,0,1,1,6,0,0
2014,122409,San Diego State University,1,Main Campus,33483,0,0,,10,1,,0,0,0,3,31,0,0
2014,122755,San Jose State University,1,Main Campus,32713,0,0,,2,7,,1,0,0,2,6,0,0
2014,123572,Sonoma State University,1,Sonoma State University,9290,0,0,,4,2,,0,0,0,0,0,0,0
2015,110422,California Polytechnic State University-San Luis Obispo,1,Main Campus,20944,0,0,,5,0,,0,0,0,1,4,0,2
2015,110529,California State Polytechnic University-Pomona,1,Main Campus,23717,0,0,,3,2,,0,0,0,0,4,0,1
2015,110538,California State University-Chico,1,Main Campus,17220,0,0,,2,1,,0,0,0,1,0,0,0
2015,110547,California State University-Dominguez Hills,1,California State University Dominguez Hills,14635,0,0,,0,2,,0,0,0,2,3,0,0
2015,110583,California State University-Long Beach,1,Main Campus,37446,0,0,,3,1,,0,1,0,0,1,0,0
2015,110617,California State University-Sacramento,1,Sacramento State,30284,0,0,,1,2,,0,0,0,1,4,0,0
2015,115755,Humboldt State University,1,Humboldt State University,8790,0,0,,5,3,,0,0,0,6,8,0,4
2015,122409,San Diego State University,1,Main Campus,34254,0,0,,7,4,,0,0,0,4,14,0,0
2015,122755,San Jose State University,1,Main Campus,32773,0,0,,2,2,,0,0,0,2,4,1,0
2015,123572,Sonoma State University,1,Sonoma State University,9408,0,0,,4,4,,0,0,0,0,8,0,0
