Survey year,Unitid,Institution name,Campus ID, Campus Name,Institution Size,Murder/Non-negligent manslaughter,Negligent manslaughter,Sex offenses - Forcible,Rape,Fondling,Sex offenses - Non-forcible,Incest,Statutory rape,Robbery,Aggravated assault,Burglary,Motor vehicle theft,Arson
2010,110662,University of California-Los Angeles,1,UCLA,38157,0,0,10,,,0,,,5,5,37,6,0
2010,445188,University of California-Merced,1,Main Campus,4381,0,0,0,,,0,,,0,0,0,0,0
2010,110671,University of California-Riverside,1,Main Campus,20692,0,0,1,,,0,,,1,0,0,2,0
2010,110680,University of California-San Diego,1,Main Campus,29176,0,0,0,,,0,,,0,0,1,0,0
2010,110699,University of California-San Francisco,1,Main Campus - Parnassus,3024,0,0,7,,,0,,,0,9,10,0,0
2010,110705,University of California-Santa Barbara,1,Main Campus,22218,0,0,1,,,0,,,0,0,20,0,0
2010,110714,University of California-Santa Cruz,1,Main Campus,17187,0,0,0,,,0,,,1,0,6,0,0
2011,110635,University of California-Berkeley,1,Main Campus,36137,0,0,9,,,0,,,2,3,25,11,1
2011,110644,University of California-Davis,1,Main Campus,31732,0,0,0,,,0,,,0,0,10,1,0
2011,110653,University of California-Irvine,1,UCI Main Campus,27189,0,0,0,,,0,,,0,0,8,0,0
2011,110662,University of California-Los Angeles,1,UCLA,39271,0,0,15,,,0,,,1,4,53,4,0
2011,445188,University of California-Merced,1,Main Campus,5198,0,0,0,,,0,,,1,0,0,0,0
2011,110671,University of California-Riverside,1,Main Campus,20900,0,0,0,,,0,,,0,1,2,5,0
2011,110680,University of California-San Diego,1,Main Campus,28593,0,0,0,,,0,,,0,0,2,2,0
2011,110699,University of California-San Francisco,1,Main Campus - Parnassus,3054,0,0,6,,,0,,,3,6,16,1,1
2011,110705,University of California-Santa Barbara,1,Main Campus,21685,0,0,2,,,0,,,0,1,7,0,0
2011,110714,University of California-Santa Cruz,1,Main Campus,17454,0,0,0,,,0,,,0,0,0,0,0
2012,110635,University of California-Berkeley,1,Main Campus,35893,0,0,7,,,0,,,1,2,27,6,2
2012,110644,University of California-Davis,1,Main Campus,32354,0,0,1,,,0,,,0,1,4,1,0
2012,110653,University of California-Irvine,1,UCI Main Campus,27479,0,0,0,,,0,,,0,0,2,0,0
2012,110662,University of California-Los Angeles,1,UCLA,39945,0,0,6,,,0,,,1,6,30,6,0
2012,445188,University of California-Merced,1,Main Campus,5760,0,0,0,,,0,,,0,0,1,0,0
2012,110671,University of California-Riverside,1,Main Campus,20947,0,0,0,,,0,,,1,0,0,0,0
2012,110680,University of California-San Diego,1,Main Campus,28294,0,0,0,,,0,,,0,1,3,0,0
2012,110699,University of California-San Francisco,1,Main Campus - Parnassus,3137,0,0,6,,,0,,,0,1,3,3,2
2012,110705,University of California-Santa Barbara,1,Main Campus,21927,0,0,0,,,0,,,1,0,3,0,0
2012,110714,University of California-Santa Cruz,1,Main Campus,17404,0,0,0,,,0,,,0,0,0,0,0
2013,110635,University of California-Berkeley,1,Main Campus,36198,0,0,17,,,0,,,2,1,33,4,2
2013,110644,University of California-Davis,1,Main Campus,33307,0,0,7,,,0,,,0,1,14,0,2
2013,110653,University of California-Irvine,1,UCI Main Campus,28895,0,0,2,,,0,,,0,0,13,6,0
2013,110662,University of California-Los Angeles,1,UCLA,40795,0,0,2,,,0,,,0,2,23,4,0
2013,445188,University of California-Merced,1,Main Campus,6195,0,0,0,,,0,,,0,0,2,0,0
2013,110671,University of California-Riverside,1,Main Campus,21207,0,0,0,,,0,,,0,0,1,1,0
2013,110680,University of California-San Diego,1,Main Campus,29517,0,0,0,,,0,,,1,3,3,3,0
2013,110699,University of California-San Francisco,1,Main Campus - Parnassus,3079,0,0,3,,,0,,,1,9,14,6,1
2013,110705,University of California-Santa Barbara,1,Main Campus,22225,0,0,4,,,0,,,0,0,6,0,1
2013,110714,University of California-Santa Cruz,1,Main Campus,17203,0,0,0,,,0,,,0,1,11,0,0
2014,110635,University of California-Berkeley,1,Main Campus,37565,0,0,,14,2,,0,0,2,3,11,20,1
2014,110644,University of California-Davis,1,Main Campus,34508,0,0,,3,0,,0,0,0,1,15,1,0
2014,110653,University of California-Irvine,1,UCI Main Campus,30051,0,0,,1,0,,0,0,1,1,2,8,0
2014,110662,University of California-Los Angeles,1,UCLA,41845,0,0,,8,5,,0,0,2,3,28,12,0
2014,445188,University of California-Merced,1,Main Campus,6268,0,0,,0,0,,0,0,0,0,0,0,0
2014,110671,University of California-Riverside,1,Main Campus,21498,0,0,,1,0,,0,0,1,0,0,10,0
2014,110680,University of California-San Diego,1,Main Campus,30709,0,0,,0,0,,0,0,2,1,4,1,0
2014,110699,University of California-San Francisco,1,Main Campus - Parnassus,3170,0,0,,0,0,,0,0,0,5,8,0,1
2014,110705,University of California-Santa Barbara,1,Main Campus,23051,0,0,,17,0,,0,0,0,2,15,0,0
2014,110714,University of California-Santa Cruz,1,Main Campus,17866,0,0,,1,0,,0,0,0,1,5,1,0
2015,110635,University of California-Berkeley,1,Main Campus,38189,0,0,,4,2,,0,0,3,2,20,11,0
2015,110644,University of California-Davis,1,Main Campus,35186,0,0,,2,2,,0,0,0,0,5,0,0
2015,110653,University of California-Irvine,1,UCI Main Campus,30836,0,0,,1,0,,0,0,1,1,0,4,0
2015,110662,University of California-Los Angeles,1,UCLA,41908,0,0,,9,6,,0,0,6,2,37,1,0
2015,445188,University of California-Merced,1,Main Campus,6685,0,0,,0,0,,0,0,0,0,1,0,0
2015,110671,University of California-Riverside,1,Main Campus,21385,0,0,,0,0,,0,0,1,1,1,7,0
2015,110680,University of California-San Diego,1,Main Campus,32906,0,0,,1,0,,0,0,0,0,4,9,0
2015,110699,University of California-San Francisco,1,Main Campus - Parnassus,3107,0,0,,2,1,,0,0,1,3,5,4,1
2015,110705,University of California-Santa Barbara,1,Main Campus,23497,0,0,,3,1,,0,0,0,6,16,0,1
2015,110714,University of California-Santa Cruz,1,Main Campus,17868,0,0,,1,2,,0,0,3,0,3,0,0
